timestamp,simple-path,time
"2022-06-03 03:38:18.974","/master/welcome",7888
"2022-06-03 03:38:19.6","/master/welcome",554
"2022-06-03 03:38:22.764","/master/sign-in",3100
"2022-06-03 03:38:24.869","/master/welcome",538
"2022-06-03 03:38:27.509","/inventor/item/list-tool",2560
"2022-06-03 03:38:29.771","/inventor/item/show",1628
"2022-06-03 03:38:30.918","/inventor/chimpum/list-by-item",1050
"2022-06-03 03:38:33.577","/inventor/chimpum/show",1563
"2022-06-03 03:38:34.732","/master/welcome",759
"2022-06-03 03:38:35.817","/master/welcome",532
"2022-06-03 03:38:43.184","/master/welcome",576
"2022-06-03 03:38:43.829","/master/welcome",624
"2022-06-03 03:38:44.386","/master/sign-in",529
"2022-06-03 03:38:46.409","/master/welcome",530
"2022-06-03 03:38:47.517","/inventor/item/list-tool",1039
"2022-06-03 03:38:48.664","/inventor/item/show",528
"2022-06-03 03:38:49.212","/inventor/chimpum/create",519
"2022-06-03 03:38:51.33","/inventor/item/show",543
"2022-06-03 03:38:52.411","/inventor/item/list-tool",524
"2022-06-03 03:38:53.58","/inventor/item/show",549
"2022-06-03 03:38:54.649","/inventor/chimpum/list-by-item",528
"2022-06-03 03:38:55.454","/master/welcome",547
"2022-06-03 03:38:56.521","/master/welcome",532
"2022-06-03 03:38:59.097","/master/welcome",529
"2022-06-03 03:38:59.679","/master/welcome",559
"2022-06-03 03:39:00.243","/master/sign-in",535
"2022-06-03 03:39:01.846","/master/welcome",528
"2022-06-03 03:39:02.964","/inventor/item/list-tool",1033
"2022-06-03 03:39:04.151","/inventor/item/show",544
"2022-06-03 03:39:04.707","/inventor/chimpum/create",528
"2022-06-03 03:39:05.848","/inventor/chimpum/create",539
"2022-06-03 03:39:06.223","/master/welcome",346
"2022-06-03 03:39:06.554","/master/welcome",315
"2022-06-03 03:39:07.099","/master/sign-in",523
"2022-06-03 03:39:08.069","/master/welcome",524
"2022-06-03 03:39:09.198","/inventor/item/list-tool",541
"2022-06-03 03:39:09.842","/inventor/item/show",522
"2022-06-03 03:39:10.393","/inventor/chimpum/create",523
"2022-06-03 03:39:11.413","/inventor/chimpum/create",536
"2022-06-03 03:39:11.804","/master/welcome",358
"2022-06-03 03:39:12.239","/master/welcome",413
"2022-06-03 03:39:13.315","/master/sign-in",546
"2022-06-03 03:39:14.634","/master/welcome",535
"2022-06-03 03:39:15.789","/inventor/item/list-tool",1056
"2022-06-03 03:39:16.949","/inventor/item/show",556
"2022-06-03 03:39:18.053","/inventor/chimpum/create",558
"2022-06-03 03:39:19.107","/inventor/chimpum/create",530
"2022-06-03 03:39:19.466","/master/welcome",334
"2022-06-03 03:39:19.799","/master/welcome",317
"2022-06-03 03:39:20.352","/master/sign-in",524
